index, sex, mstatus, age, children, occupation, education, income, avbal, avtrans,
3244,F,divorced,58.22,3,government,secondary,3094.68,13575.74,823.09,
3245,M,single,31.33,0,IT,postgrad,4196.04,35645.19,2599.83,
3246,M,widowed,50.88,1,IT,tertiary,3845.97,21190.78,1761.93,
3247,M,widowed,54.64,0,government,secondary,2518.44,21573.03,760.48,
3248,M,married,36.68,4,construct,secondary,2518.44,21573.03,760.48,
3249,M,divorced,44.26,2,finance,secondary,739.58,16425.74,1977.79,
3250,F,married,28.08,0,legal,professional,4472.79,70173.65,5101.53,
3251,M,widowed,54.86,1,government,secondary,4043.43,10421.85,1072.37,
3252,M,married,46.23,3,manuf,professional,4658.5,21990.12,4003.55,
3253,F,widowed,60.19,1,manuf,secondary,942.18,12016.15,697.72,
3254,M,single,31.38,0,education,secondary,2917.12,10875.57,392.29,
3255,F,married,45.92,1,government,postgrad,11094.94,9592.69,3604.44,
3256,F,single,27.7,0,education,tertiary,3151.22,22218.8,1032.93,
3257,F,single,39.43,0,legal,postgrad,4206.56,59617.61,4230.45,
3258,F,divorced,44.29,1,IT,secondary,1658.29,25684.57,1216.21,
3259,F,divorced,30.99,0,IT,tertiary,5818.59,19976.24,892.01,
3260,F,single,24.01,0,manuf,tertiary,7262.42,23610.44,1830.36,
3261,F,married,39.86,0,manuf,tertiary,3943.33,32097.5,637.56,
3262,F,married,50.8,3,government,secondary,4335.56,11999.45,793.37,
3263,F,single,30.34,0,IT,tertiary,8125.09,24769.45,516.8,
3264,F,single,41.87,0,manuf,tertiary,7764.91,16892.42,884.35,
3265,F,single,25.41,0,education,postgrad,5842.06,38938.7,2201.01,
3266,F,divorced,51.36,0,legal,secondary,1447.94,8885.56,2284.78,
3267,M,single,23.86,0,legal,tertiary,4932,31044.48,2907.55,
3268,F,widowed,59.63,1,legal,tertiary,8273.51,39947.86,3561.96,
3269,F,single,41.19,0,IT,tertiary,9963.72,37488.6,1998.33,
3270,M,widowed,41.09,2,medicine,tertiary,11381.24,26412.83,2389.31,
3271,F,divorced,40.28,0,IT,tertiary,5957.26,11877.87,3334.44,
3272,F,single,21.89,0,IT,postgrad,9034.71,35757.55,3029.71,
3273,F,married,40.01,0,government,secondary,3203.73,16144.71,272.56,
3274,F,widowed,56.69,1,government,secondary,3579.38,21647.58,629.14,
3275,F,married,39.97,1,government,tertiary,5063.12,5291.93,1505.18,
3276,F,single,38.1,0,government,postgrad,9737.97,18216.9,2491.16,
3277,F,widowed,87.95,2,retired,secondary,1497.18,11583.3,744.57,
3278,M,married,67.94,2,retired,postgrad,4035.98,23098.13,1424.49,
3279,M,married,35.3,1,manuf,secondary,4150.93,12034.13,958.39,
3280,F,single,29.1,0,finance,postgrad,8723.15,16733.66,4858.16,
3281,F,married,38.94,4,IT,secondary,2783.93,16931.62,2010.78,
3282,F,married,55.16,3,manuf,tertiary,2234.88,34782.83,2113.26,
3283,F,divorced,48.58,3,IT,tertiary,5996.62,23519.4,2028.64,
3284,F,divorced,35.18,2,medicine,secondary,2873.3,20542.97,2034.23,
3285,M,married,39.62,0,finance,secondary,2417.8,16027.27,743.16,
3286,F,married,34.33,1,IT,tertiary,5929.66,37542.04,1191.69,
3287,M,divorced,55.08,2,education,tertiary,4024.63,8703.27,656.72,
3288,F,married,39.78,0,legal,tertiary,7450.9,30019.16,2571.58,
3289,F,married,51.12,1,IT,tertiary,7743.31,10330.48,724.74,
3290,M,single,22.41,0,finance,secondary,835.14,15942.19,1066.98,
3291,F,single,19.04,0,IT,postgrad,11751.98,33191,2940.55,
3292,M,married,66.62,0,retired,secondary,2445.55,5343.17,868.61,
3293,F,married,63.84,4,government,secondary,3926.97,18058.45,803.81,
3294,F,divorced,51.24,2,manuf,postgrad,4325.97,46510.59,2823.51,
3295,F,divorced,37.3,2,government,secondary,2535.54,10521.51,867.46,
3296,F,divorced,34.51,2,legal,tertiary,6944.46,13851.16,2255.92,
3297,F,single,27.84,0,IT,tertiary,5753.08,24140.44,3328.01,
3298,M,married,63.99,2,IT,tertiary,5273.06,22759.7,1868.24,
3299,F,single,30.12,0,IT,secondary,1531.72,17810.82,1055.62,
3300,F,married,40.16,1,construct,secondary,1531.72,17810.82,1055.62,
3301,M,widowed,60.54,0,legal,tertiary,8283.77,43084.6,1469.55,
3302,F,married,57.78,1,government,tertiary,5443.03,30333.92,1505.8,
3303,M,married,47.88,3,finance,professional,10899.61,34829.75,2520.81,
3304,F,widowed,40.59,2,government,tertiary,6593.37,1187.65,933.55,
3305,M,divorced,52.43,2,finance,postgrad,5550.41,40627.64,3662.98,
3306,M,divorced,64.9,0,IT,secondary,2455.84,15778.07,1349.56,
3307,F,divorced,45.18,0,construct,tertiary,2455.84,15778.07,1349.56,
3308,M,married,24.47,2,IT,tertiary,5979.78,20251.57,1967.58,
3309,M,married,27.95,3,legal,tertiary,4321.95,29995.21,2197.22,
3310,M,divorced,44.01,0,education,postgrad,6255.76,30630.46,2600.86,
3311,F,single,19.65,0,government,tertiary,2158.08,2901.52,1498.87,
3312,F,married,40.89,2,finance,tertiary,5524.82,28929.78,2000.34,
3313,M,single,30.36,0,IT,tertiary,5998.18,28298.32,2305.6,
3314,M,divorced,42.57,2,government,tertiary,4920.24,17123.69,1832.26,
3315,F,divorced,68.7,2,retired,postgrad,5897.98,5888.48,1200.04,
3316,F,married,51.72,1,IT,secondary,3402.87,10600.84,1189.34,
3317,F,single,21.99,0,construct,professional,3402.87,10600.84,1189.34,
3318,M,married,36.2,1,finance,tertiary,2321.66,29554.2,1913.46,
3319,F,married,46.88,0,IT,postgrad,3670.7,24879.69,3873.01,
3320,M,divorced,53.36,2,government,secondary,1461.28,12000.95,629.26,
3321,F,married,21.22,3,education,secondary,2267.59,17734.14,312.45,
3322,M,married,25.78,2,government,tertiary,6407.14,17167.2,1811.22,
3323,F,divorced,32.51,1,legal,postgrad,10877.84,44642.34,4038.38,
3324,F,married,24.93,0,manuf,tertiary,5004.26,25521.02,1745.74,
3325,M,single,28.12,0,IT,postgrad,4579.48,29982.37,1082.04,
3326,F,single,39.23,0,construct,tertiary,4579.48,29982.37,1082.04,
3327,M,single,27.79,0,medicine,tertiary,7480.7,17618.81,2330.87,
3328,M,married,62.34,1,manuf,postgrad,13472.16,16539.65,3752.03,
3329,F,single,36.97,0,medicine,tertiary,7110.33,30000.19,3327.83,
3330,M,single,24.87,0,finance,professional,12151.92,20392.75,5003.86,
3331,F,single,25.19,0,medicine,professional,17535.84,66717.9,3256.15,
3332,F,married,57.86,2,finance,secondary,1761.22,25007,442.48,
3333,F,married,39.77,1,manuf,tertiary,4674.32,15584.4,1783.6,
3334,F,single,41.75,0,legal,secondary,881.67,28807.55,2460.19,
3335,F,married,64.9,0,IT,tertiary,3469.46,18735.86,2314.95,
3336,F,widowed,65.87,1,retired,secondary,1409.17,9966.79,794.96,
3337,F,single,23.45,0,education,tertiary,5068.83,28430.17,777.22,
3338,M,single,24.08,0,finance,secondary,1992.13,16330.31,1390.18,
3339,F,single,26.76,0,manuf,professional,8655.32,28706.6,5948.3,
3340,F,divorced,31.55,1,government,tertiary,6723.23,22281.1,2012.33,
3341,F,divorced,44.98,0,IT,tertiary,4833.35,25054.9,1995.7,
3342,F,married,40.77,1,education,tertiary,4004.21,23519.44,1524.02,
3343,F,married,65.16,2,retired,secondary,1499.98,17990.65,468.7,
3344,F,divorced,43.73,2,finance,secondary,2117.08,17152.57,876,
3345,F,widowed,65.23,2,retired,tertiary,3454.44,9734.5,839.06,
3346,M,single,26.89,0,legal,professional,9634.85,58058.66,7533.45,
3347,F,single,18.73,0,manuf,tertiary,4192.98,10492.98,1713.54,
3348,F,married,29.18,2,legal,professional,15014.53,40733.15,6817.75,
3349,F,single,28,0,construct,secondary,15014.53,40733.15,6817.75,
3350,M,divorced,26.51,0,government,tertiary,7642.61,19043.71,585.16,
3351,M,single,27.4,0,manuf,tertiary,4996.25,24873.73,1493.13,
3352,F,married,61.11,2,finance,secondary,1468.7,20040.4,1992.51,
3353,F,single,20.04,0,medicine,secondary,2282.28,13092.69,1794.43,
3354,F,single,21.58,0,legal,professional,10527.1,66347.12,6285.3,
3355,M,married,65.31,0,retired,tertiary,4925.33,4802.31,422.69,
3356,F,married,38.8,2,government,postgrad,3074.15,27951.3,1288.22,
3357,M,single,27.88,0,manuf,tertiary,3260.81,844.66,1071.83,
3358,F,married,32.1,1,construct,tertiary,3260.81,844.66,1071.83,
3359,F,single,27.66,0,legal,tertiary,11788.58,29633.68,2071.7,
3360,M,married,32.23,3,government,professional,4646.04,24948.49,2176.51,
3361,F,married,27.8,0,finance,secondary,541.46,15948.47,1573.99,
3362,F,single,26.16,0,manuf,secondary,582.09,12990.8,969.97,
3363,F,single,32.11,0,government,professional,10041.03,40249.18,4000.73,
3364,M,married,39.93,1,government,tertiary,5984.46,88,2372.01,
3365,F,single,27.97,0,finance,secondary,1776.01,13367.05,1152.73,
3366,M,single,27.73,0,education,tertiary,3854.38,20001.2,293.54,
3367,F,single,30.3,0,finance,tertiary,2882.11,24194.18,2022.45,
3368,M,single,28.33,0,IT,secondary,793.04,18542.06,935.6,
3369,F,single,29.25,0,finance,secondary,2053.17,20077.27,1152.95,
3370,M,single,33.92,0,government,professional,7581.48,40572.68,1037.15,
3371,M,married,65.06,1,retired,postgrad,3622.7,34210.29,1493.98,
3372,F,married,40.01,2,IT,secondary,631.73,19436.01,494.9,
3373,F,divorced,72.77,2,retired,professional,5044.73,26442.95,2076.07,
3374,F,married,39.65,1,manuf,tertiary,5747.45,18846.94,1543.22,
3375,M,single,33.47,0,government,secondary,2752.52,11692.73,693.86,
3376,F,married,34.37,3,legal,tertiary,6961.62,30343.04,2488.26,
3377,F,single,27.93,0,IT,tertiary,4135.18,35627.51,2589.38,
3378,M,widowed,79.23,2,retired,secondary,1261.27,9997.27,825.84,
3379,F,single,21.68,0,medicine,tertiary,11417.49,30237.18,2474.62,
3380,F,married,67.61,0,retired,secondary,1442.64,13440.09,1189.82,
3381,F,married,60.32,1,finance,secondary,2444.18,15756.16,1201.17,
3382,M,single,29.3,0,construct,postgrad,2444.18,15756.16,1201.17,
3383,F,divorced,66.11,2,retired,postgrad,4357.05,35002.44,934.88,
3384,M,married,69.67,3,retired,secondary,384.56,9960.7,427.13,
3385,M,single,18.47,0,finance,tertiary,5849.51,23878.28,1434.82,
3386,M,single,43.47,0,IT,postgrad,7456.91,24375.5,4899.36,
3387,F,married,33.3,1,government,tertiary,7593.19,25757.21,637.25,
3388,M,married,25.72,2,government,professional,9871.8,29954.53,6468.72,
3389,M,divorced,32.94,0,construct,secondary,9871.8,29954.53,6468.72,
3390,F,divorced,31.78,2,medicine,tertiary,5826.23,29223.51,2332.2,
3391,M,married,65.46,1,retired,tertiary,3171.9,3346.66,1144.09,
3392,F,single,42.41,0,manuf,tertiary,4998.55,20022.02,1001.69,
3393,M,divorced,61.71,1,IT,secondary,985.87,13251.23,287.61,
3394,M,divorced,41.85,2,medicine,secondary,3400.71,16217.69,2424.09,
3395,M,single,20.92,0,education,postgrad,6296.51,34412.84,1024.34,
3396,M,single,27.01,0,legal,tertiary,8217.82,24322.22,1332.82,
3397,F,divorced,44.96,0,IT,tertiary,5978.67,20257.55,450.84,
3398,F,single,28.15,0,finance,professional,16715.28,32308.21,6451.08,
3399,M,married,56.12,2,finance,tertiary,6205.53,12274.42,1999.88,
3400,F,single,38.44,0,legal,secondary,2821.2,6490.11,1242.63,
3401,M,single,28.06,0,government,tertiary,5980.82,20530.58,2044.37,
3402,F,married,61.54,0,finance,tertiary,5115.56,36648.48,1671.67,
3403,F,single,19.11,0,education,tertiary,3846.3,36560.11,1367.54,
3404,M,single,19.53,0,manuf,postgrad,8023.9,8328.88,2256.41,
3405,M,married,65.19,2,retired,secondary,501.17,10338.89,984.43,
3406,F,married,25.39,2,manuf,tertiary,3960.11,33157.52,960.54,
3407,F,single,28,0,finance,postgrad,4363.55,41109.89,3703.29,
3408,M,single,24.61,0,government,professional,12393.46,24247.29,3525.1,
3409,F,single,42.01,0,IT,postgrad,9185.2,31673.21,1422.36,
3410,F,married,26.31,1,manuf,tertiary,4908.35,28837.06,1998.55,
3411,F,married,23.31,2,manuf,secondary,2458.29,4062.4,1214.63,
3412,F,widowed,80.29,2,retired,tertiary,3443.69,14973.56,1572.24,
3413,M,married,64.14,2,manuf,secondary,2263.01,13485.87,473.15,
3414,F,married,44.63,2,IT,secondary,2001.17,15998.14,994.12,
3415,F,single,27.34,0,manuf,postgrad,3061.1,27027.3,1664.32,
3416,F,widowed,54.55,1,legal,tertiary,8304.92,28653.27,2702.57,
3417,F,married,32.56,3,IT,tertiary,8847.73,24251.47,1073.86,
3418,F,widowed,59.96,2,IT,tertiary,6138.89,36372.5,1999.48,
3419,M,married,32.31,0,finance,tertiary,5633.68,11944.13,2748.19,
3420,M,single,26.39,0,legal,secondary,3843.48,19672.57,2165.51,
3421,F,married,51.94,0,medicine,secondary,4513.82,12638.37,2069.76,
3422,M,divorced,55.98,0,finance,postgrad,5454.15,24392.32,1743.34,
3423,F,married,32.32,1,education,secondary,1898.78,19086.06,1005.22,
3424,F,widowed,59.96,1,legal,tertiary,7495.32,26758.18,1903.84,
3425,F,single,42.87,0,IT,tertiary,7006.18,26258.27,1928.89,
3426,F,divorced,51.87,0,finance,secondary,1790.97,14129.82,1203.43,
3427,M,single,43.18,0,construct,secondary,1790.97,14129.82,1203.43,
3428,F,divorced,37.05,1,education,postgrad,8588.29,29290.14,1982.99,
3429,F,married,44.33,1,construct,secondary,8588.29,29290.14,1982.99,
3430,F,married,37.09,1,finance,tertiary,5893.49,21244.75,1307.43,
3431,M,widowed,59.79,2,medicine,secondary,3390.64,22955.23,1788.34,
3432,M,married,41.27,1,medicine,secondary,2869.7,14337.99,1847.72,
3433,F,married,39.41,2,education,secondary,2266.66,5851.98,22.5,
3434,F,single,31.19,0,manuf,professional,10000.07,29845.37,1117.95,
3435,F,widowed,83.71,3,retired,secondary,1537.69,5475.73,700.68,
3436,M,single,19.22,0,medicine,tertiary,2862.61,43079.22,2965.02,
3437,F,divorced,42.5,3,manuf,secondary,904.21,13797.93,1130.21,
3438,M,married,28.99,3,legal,professional,11722.51,35623.15,8755.28,
3439,F,single,46.37,0,construct,tertiary,11722.51,35623.15,8755.28,
3440,F,single,39.98,0,manuf,secondary,3746.53,14083.63,824.01,
3441,M,single,26.13,0,finance,postgrad,8962.1,36331.29,2976,
3442,M,married,41.65,1,education,professional,8596.3,28982.44,2421.43,
3443,M,single,29.53,0,IT,tertiary,3684.4,10867.23,1643.25,
3444,F,single,24.99,0,education,tertiary,3782.77,19261.95,652.51,
3445,M,married,39.79,0,construct,tertiary,3782.77,19261.95,652.51,
3446,F,divorced,57.48,1,finance,tertiary,6576.89,25398.43,1327.1,
3447,M,widowed,76.35,3,retired,tertiary,3144.96,15188.82,1548.86,
3448,M,married,55.8,2,government,tertiary,6489.84,25625.21,1783.81,
3449,F,single,28.98,0,IT,secondary,3052.17,9375.84,1407.61,
3450,F,married,20.93,3,legal,tertiary,8723.22,27094.27,1661.69,
3451,F,single,25,0,government,tertiary,7115.9,13338.72,1161.95,
3452,F,single,27.73,0,legal,postgrad,3582.25,38588.41,2081.92,
3453,M,single,18.77,0,IT,tertiary,4057.51,15692.69,2003.45,
3454,M,divorced,70.34,0,retired,professional,6906.8,29187.71,2085.89,
3455,F,single,27.62,0,manuf,postgrad,6045.18,16467.27,2665.31,
3456,M,married,39.17,0,education,postgrad,6510,16798.84,894.68,
3457,M,divorced,69.43,3,retired,postgrad,4980.71,15431,1157.22,
3458,M,married,39.2,2,IT,postgrad,5477.08,29255.7,3547.02,
3459,F,single,27.87,0,finance,tertiary,4123.52,25255.54,1897.91,
3460,F,single,25.39,0,IT,professional,12073.98,32495.43,6656.35,
3461,F,married,38.09,2,legal,tertiary,7248.19,34304.78,2500.09,
3462,F,divorced,42.83,2,government,secondary,2163.53,8702.34,232.65,
3463,F,married,52.05,2,medicine,postgrad,11730.77,22314.39,4038.58,
3464,M,married,38.35,1,education,secondary,2399.67,16031.23,124.34,
3465,M,married,45.9,2,IT,secondary,1884.94,15868.08,561.56,
3466,F,single,37.72,0,government,secondary,1113.96,6399.84,712.03,
3467,M,divorced,27.6,2,finance,secondary,1829.75,23087.82,1871.68,
3468,M,single,35.65,0,finance,tertiary,5870.24,20676.92,1971.71,
3469,M,married,39.99,1,legal,secondary,3712.54,26923.28,1204.08,
3470,M,divorced,72.31,1,retired,professional,5045.67,13898.28,2121.7,
3471,M,single,27.94,0,manuf,tertiary,4800.46,18220.65,1273.5,
3472,M,married,24.07,2,government,tertiary,4748.26,21934.73,2170.48,
3473,M,widowed,71.53,2,retired,tertiary,3089.9,16837.91,1611.03,
3474,F,divorced,44.76,2,construct,tertiary,3089.9,16837.91,1611.03,
3475,M,divorced,55.6,0,government,postgrad,8069.79,25255.88,2949.74,
3476,M,divorced,36.48,0,finance,secondary,2825.05,15969.66,970.01,
3477,M,married,38.26,0,manuf,tertiary,6933.25,38513.16,2302.76,
3478,F,married,39.64,1,government,postgrad,10182.92,18854.92,1801.17,
3479,F,single,25.78,0,IT,tertiary,4964.8,29111.76,654.49,
3480,M,divorced,34.19,0,education,tertiary,3827.98,17069.68,1350.19,
3481,F,single,24.99,0,medicine,secondary,3954.82,20025.66,1470.77,
3482,F,single,28.91,0,medicine,secondary,2009.74,21462.87,2039.35,
3483,F,married,40.02,2,construct,secondary,2009.74,21462.87,2039.35,
3484,M,divorced,44.73,2,finance,postgrad,8948.44,28950.37,3377.79,
3485,F,married,44.66,1,government,secondary,2417.24,18229.78,677.54,
3486,M,divorced,45.43,1,manuf,secondary,4064.96,7478.41,1299.82,
3487,M,single,21.95,0,government,secondary,2469.89,10045.45,1221.18,
3488,M,married,65.3,0,retired,tertiary,3789.66,14829.71,896.83,
3489,M,married,29.41,1,finance,postgrad,7808.2,46944.26,4212.25,
3490,F,married,20.13,1,government,postgrad,2739.73,25009.43,3051.03,
3491,F,married,61.15,2,IT,secondary,3405.08,24299.97,527.33,
3492,M,single,44.16,0,construct,tertiary,3405.08,24299.97,527.33,
3493,F,widowed,77.63,2,retired,tertiary,3030.12,14989.05,1063.59,
3494,M,married,45.61,3,education,postgrad,7715.86,34786.66,1873.33,
3495,F,single,37.32,0,government,postgrad,11315.21,22118.04,2099.31,
3496,M,single,47.02,0,government,secondary,3362.46,12356.69,1397.94,
3497,F,widowed,59.78,3,construct,tertiary,3362.46,12356.69,1397.94,
3498,F,single,46.89,0,finance,secondary,948.65,16245.56,1156.7,
3499,F,single,28.04,0,manuf,professional,10069.64,29999.92,5652.52,
3500,F,married,67.65,2,retired,tertiary,3473.04,13510.82,1446.99,
3501,F,divorced,32.51,0,IT,tertiary,6028.22,30471.49,2649.12,
3502,M,single,26.86,0,construct,professional,6028.22,30471.49,2649.12,
3503,M,single,32.33,0,government,secondary,2500.09,4666.25,1082.36,
3504,F,married,38.4,1,construct,postgrad,2500.09,4666.25,1082.36,
3505,F,married,46.34,1,finance,postgrad,13610.36,28630.18,3192.98,
3506,F,widowed,42.33,2,finance,tertiary,4935.2,24235.11,850.28,
3507,M,divorced,39.58,4,government,postgrad,8144.36,43005.6,3530.21,
3508,M,single,44.66,0,finance,postgrad,5691.89,33184.43,1336.8,
3509,F,married,38.56,1,finance,tertiary,6181.13,11093.58,1999.92,
3510,F,widowed,60.69,1,government,secondary,1585.96,10606.38,471.99,
3511,F,married,30.22,1,medicine,tertiary,6190.3,14452.26,2548.01,
3512,M,single,27.98,0,IT,professional,5763.43,37244.3,6423.73,
3513,M,single,28,0,manuf,professional,10510.36,52521.33,4878.41,
3514,F,divorced,43.22,1,IT,tertiary,5896.46,31286.79,422.69,
3515,M,married,45.81,4,government,tertiary,3258.88,11245.09,1242.13,
3516,M,married,60.12,1,medicine,secondary,2859.41,18527.72,1997.05,
3517,F,divorced,46.49,0,finance,postgrad,13599.48,18435.47,4808.67,
3518,F,married,49.42,2,education,tertiary,4860.62,12786.11,204.81,
3519,F,married,21.36,0,finance,tertiary,5888.91,23685.66,2104.39,
3520,M,married,35.2,1,manuf,secondary,2518.31,11237.44,800,
3521,M,widowed,79.76,0,retired,tertiary,4696.69,14958.39,821.2,
3522,M,divorced,29.47,2,finance,postgrad,4533.53,32878.35,2658.22,
3523,F,single,26.45,0,government,tertiary,4998.09,32388.61,1707.37,
3524,M,single,20.33,0,finance,tertiary,5997.97,22593.05,2503.05,
3525,F,single,28.43,0,manuf,postgrad,10561.17,3147.17,2590.44,
3526,F,married,39.82,4,IT,secondary,3263.86,22283.44,886.33,
3527,F,married,55.15,1,finance,professional,6718.63,25421.34,4470.64,
3528,F,divorced,66.96,0,retired,secondary,1808.89,8400.5,750.6,
3529,M,divorced,44.54,1,government,tertiary,4995.99,13893.42,862.66,
3530,F,married,20.84,2,finance,secondary,2398.73,14183.7,1117.89,
3531,F,divorced,30.23,2,government,tertiary,5667.18,38034.33,1498.05,
3532,F,married,49.25,1,government,tertiary,5001.77,21091.49,865.9,
3533,M,divorced,33.32,0,construct,postgrad,5001.77,21091.49,865.9,
3534,M,married,43.94,1,medicine,tertiary,7651.27,36754.28,3808.35,
3535,F,married,68.22,0,retired,tertiary,4383.35,25068.37,1464.05,
3536,M,married,39.01,1,legal,tertiary,7586.11,27090.26,1803.25,
3537,F,divorced,45.22,2,medicine,professional,15908.13,62737.87,5557.49,
3538,F,married,47.09,2,finance,tertiary,9489.44,13524.39,3383.99,
3539,F,single,19.61,0,finance,secondary,2543.23,15355.08,1299.33,
3540,F,married,51.98,2,government,secondary,3567.2,10012.82,888.5,
3541,M,divorced,56.74,2,construct,postgrad,3567.2,10012.82,888.5,
3542,M,married,50.68,2,finance,postgrad,6838.57,34968.95,3000,
3543,M,divorced,35.46,1,construct,postgrad,6838.57,34968.95,3000,
3544,F,married,40.81,0,manuf,tertiary,5034.68,19239.79,1389.76,
3545,M,divorced,45,1,education,secondary,1415.37,11597.18,360.11,
3546,M,single,28.74,0,medicine,professional,5219.47,30049.17,7245.99,
3547,F,married,39.88,1,education,secondary,2009.57,10972.1,319.22,
3548,M,single,36.75,0,finance,professional,5831.77,10934.81,7238.63,
3549,M,divorced,64.21,0,legal,secondary,2995.33,15505.07,1892.75,
3550,M,single,40.93,0,construct,postgrad,2995.33,15505.07,1892.75,
3551,F,married,27.6,1,manuf,secondary,1496.14,2703.83,868.9,
